arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count
2604.14070,From Disclosure to Self-Referential Opacity: Six Dimensions of Strain in Current AI Governance,Tony Rost,Computer Science > Computers and Society,[Submitted on 15 Apr 2026],"Governance opacity over AI systems shifts in kind as capability asymmetry grows, and the strongest forms defeat the disclosure-based remedies governance ordinarily relies on. This paper applies a six-dimension framework from political theory (legitimacy, accountability, corrigibility, non-domination, subsidiarity, institutional resilience) to six AI governance arrangements already in operation, ordered by increasing capability asymmetry between system and overseer. Proprietary secrecy yields to disclosure at the low end, but at the high end the governed system either games its own evaluation or sits inside the governance process, and transparency remedies lose traction. Legitimacy and non-domination strain more consistently across the sample than corrigibility and resilience, which respond more readily to institutional design quality. The sample cannot separate institutional design maturity from capability asymmetry, and the patterns are offered as hypotheses for multi-rater validation.",governance opacity ai systems shifts kind capability asymmetry grows strongest forms defeat disclosurebased remedies governance ordinarily relies paper applies sixdimension framework political theory legitimacy accountability corrigibility nondomination subsidiarity institutional resilience ai governance arrangements operation ordered increasing capability asymmetry system overseer proprietary secrecy yields disclosure low end high end governed system games evaluation sits inside governance process transparency remedies lose traction legitimacy nondomination strain consistently sample corrigibility resilience respond readily institutional design quality sample separate institutional design maturity capability asymmetry patterns offered hypotheses multirater validation,governance opacity ai systems shifts kind capability asymmetry grows strongest forms defeat disclosurebased remedies governance ordinarily relies paper applies sixdimension framework political theory legitimacy accountability corrigibility nondomination subsidiarity institutional resilience ai governance arrangements operation ordered increasing capability asymmetry system overseer proprietary secrecy yields disclosure low end high end governed system games evaluation sits inside governance process transparency remedies lose traction legitimacy nondomination strain consistently sample corrigibility resilience respond readily institutional design quality sample separate institutional design maturity capability asymmetry patterns offered hypotheses multirater validation,131,84,65,0.7738,1
